,Unnamed: 0,StringZ:aLund,StringZ:bLund,StringZ:rFactC,StringZ:rFactB,StringZ:aExtraSQuark,StringZ:aExtraDiquark,StringPT:sigma,StringPT:enhancedFraction,StringPT:enhancedWidth,StringFlav:ProbStoUD,StringFlav:probQQtoQ,StringFlav:probSQtoQQ,StringFlav:ProbQQ1toQQ0,TimeShower:alphaSvalue,TimeShower:pTmin,chi2
99,99,1.984876072824,1.2662134220586525,0.8588877936900488,1.6216542759829171,0.2367703621866577,0.6246312465492049,0.3614522815453623,0.6430378588569526,1.3239619838750647,3.604557377558183,1.4744021502723768,2.6673246402795745,1.287962366191729,0.0903578806417506,0.8131078843116086,41.03950019104027
103,103,0.6673094836863623,0.7142819248205621,1.513280168617927,1.6394355451311298,1.483271251796684,1.0656552925443594,0.8555091575226527,0.1941526027142941,2.4937321892296,1.673338507628486,1.2606620551442715,3.318667155414044,2.540325968154505,0.1288234897618362,1.137123337828546,39.49599867102611
105,105,0.9432468847784972,0.4273535342762814,0.3624964520164934,1.6295319708008118,1.3462462999997706,1.5842559999746348,0.7908280408337224,0.8424248543466887,3.551529142668251,1.8091190947595,3.939231113082163,2.124465192003634,0.1321138055212274,0.069672131235986,0.879223490788494,47.81407025829857
108,108,0.9510814768109832,1.704335479395178,0.3186126582860855,0.031477257033785,1.9556646111547549,0.4590327552962199,0.9646486308416168,0.6996151674713167,3.3171606077931277,0.3977578351672776,1.3718134252369425,2.4181282761448206,1.0843866367259576,0.2233322917678746,1.1021281817566175,29.23689019552606
109,109,1.044189535849548,1.3332167729845783,0.7877178536275369,0.3579232603452516,1.4173267482987415,0.1604525670440953,0.0309150066975664,0.0580746949461405,1.603875003111979,3.025920610835957,2.339112515609117,1.7095389457006789,1.0828524433695268,0.1096840511813569,0.9787271140533228,44.31953941029762
110,110,0.0007570464791894,0.398254433167961,0.084100550378543,1.0342827492077349,1.4576602915284738,0.7709863026840615,0.807164591723511,0.9328945295371784,3.641941799436651,0.387752476784469,1.5173172814282865,2.430708762339519,2.328799662266137,0.1032662559832864,0.7405455574456575,21.141884749289403
111,111,0.4017680619627954,1.5266147050049077,0.6736323623186656,0.7630891139114586,0.2385422246746174,1.1691350331143378,0.6167146338751088,0.0718818427708736,1.2904269417537957,0.1889127120083798,0.4794950543994862,1.448602387519092,0.1083494349433069,0.1340920913771104,0.7131535766561249,25.03821929736471
112,112,0.7925290211963609,0.5332006079176438,1.1736709938398904,0.3414308577161023,0.157608029175833,0.0775439002116194,0.1525321968376706,0.6557670756731885,2.016485922214366,3.748414015663918,0.5388508654179903,2.3073476995222584,1.8385935733433352,0.0899221740586167,1.9438846434260015,38.83030309691413
114,114,1.7036991380244093,1.1188732126482657,0.2686250835082059,1.0686701959092677,0.3802192408726744,0.344424552341952,0.6135273446934953,0.3899422947340102,3.950595259271767,3.2023256982128574,3.131565308570912,3.2483122324891376,2.26430249868694,0.1389315903119467,0.95497484516709,40.17304135396907
115,115,0.1671961166820808,1.3195885976322173,0.0049746621096693,0.1696592849322922,0.5026186239392884,0.1399476981271592,0.3912513593956246,0.3585817079158873,2.28803610184034,3.505520488317959,0.3725450453828824,0.7981668378195894,0.1441199212488548,0.0656311730371827,0.8189674698188905,45.91973846141288
116,116,0.4512764639059445,0.849955091343499,0.3601304550719997,1.4629933589457798,1.6466704336514035,0.1507337148000727,0.516666084008242,0.8463236041766821,3.338519922588143,3.378534543208957,1.0798225784031923,3.0774361488086743,0.0282530953386085,0.0629309926242056,1.5369222269127245,49.234685141485265
117,117,1.8707732904197036,0.3072606660553788,0.712408209296349,0.2773886164950008,1.2396909321786596,0.5568643784899434,0.711854506463833,0.5293277074966856,3.7060949166833534,2.40828040149181,2.9468864521721154,1.9510916316147908,0.3200720222553436,0.1064384614015367,1.487121649488783,44.923325084976945
120,120,0.2552131704778871,1.573969147019681,1.2878928417370497,1.480358226417983,0.5008512049037974,0.8941666617992534,0.9559910406822276,0.8041673115687378,2.6516261664650584,1.1827899918642033,0.0982689486880437,3.512956969710604,3.3516904944482597,0.2070369732731942,0.883686977956751,33.10259012854007
124,124,1.9384060372006755,1.480291611575539,1.369777764712549,0.8199055932356747,0.7597533829522836,0.4170366910115979,0.0125397889995549,0.6561351973182966,3.692359554725635,1.5521882630499335,0.1575965882038919,2.5063621119939463,3.7467913607575714,0.092623055370691,1.4627022933763916,32.86439678374892
125,125,1.0935947164189372,1.5405330522414955,1.0759088226994389,1.8159674826649004,0.0172532942694797,1.0329065384440297,0.7518763641722448,0.7007450562606544,3.080603447536898,1.151891037021537,0.9523435453508928,3.977544748164072,1.849552470613939,0.0613074426943862,1.5339672664285746,48.03663886352534
127,127,0.2045513442934335,0.8298267079772654,1.2002653072345857,0.1634080333629103,1.6040194401293764,0.2019804546721105,0.2822777100729697,0.5984923839532728,2.902876347332434,0.7950805880116887,2.357742092220811,1.7564909370927315,0.8158444074382959,0.1418083965541093,1.7463608226783895,34.86146900316416
128,128,1.782212383408537,1.213977913305969,0.767581743326594,1.6552820911856474,1.2258853781955588,1.3197634169608927,0.330539204832038,0.0552539002990002,2.4352361096152078,0.881869164476054,0.1390370365060543,0.7790943574541733,3.254859052510188,0.1777134822300544,1.91992683003424,29.628616647688684
131,131,1.953668322778426,1.4725484302954504,1.161586985550726,0.9437664566618796,1.099445944780595,1.3845726428625085,0.9412586566289728,0.7112190332054387,3.8923366221582416,2.1567336757366165,1.5994699509111796,2.8454330965639283,3.2541022098277086,0.1285454589805252,0.2982330923044675,17.26560328975754
136,136,1.317111907475235,1.723102835667133,1.779821935594034,1.2371138962653003,1.574081582905594,1.5147056222659532,0.1534238632031767,0.2091585213018978,2.9052314221264224,2.256316705140328,3.580849380463729,1.4327248412465046,3.8020632553604656,0.0669255153164755,1.1290402359272629,47.66526497421142
137,137,1.4954591501192398,1.740938780825962,1.1617549556118365,1.4463622569098105,1.2252782827158235,0.8058267141743868,0.8510597918163392,0.4455809152720471,2.2335829834244927,0.463999620716689,3.2384566351983515,1.3575675896456607,2.5897537723954165,0.1624381441595101,1.5589035690335658,35.75671978640382
138,138,1.1467095505885687,0.9851903086798236,0.5643281230887229,1.5051721792826624,0.9960558949174216,1.0350799276546947,0.2254813574613604,0.6135225275148447,3.222679814958544,3.503675957881061,2.2286953524932924,3.979070720964908,3.403426205105412,0.1494316896705056,1.3901273987583904,41.26662056238843
140,140,1.6962394266158212,1.229135279334771,0.6339395421407529,1.6849306716308663,0.6729611243383367,1.080653497531218,0.4337905848604817,0.1618772062922106,1.468309196293498,1.981509429506636,3.6939663739707447,3.3348463351438795,2.018630994465513,0.0883422605512203,1.7599744329853555,40.83412263169649
142,142,0.4688779418833802,0.546104634012875,1.0929238131252872,1.6088690719392706,0.7075423052982689,1.5533925803325477,0.4424792367957397,0.8065142672026723,1.277090709474298,1.0230652060482464,1.9273397084285449,3.787647796554042,1.1283246976407395,0.061507265462118,1.3174939902640497,42.35461156603768
145,145,1.262302652642252,1.1557424402380965,0.2517287430455159,0.9502836399111932,1.645932241868728,1.3961465288224797,0.8676188441993355,0.3493055187454313,2.754618220198325,0.8605491521632396,2.092979835331968,0.4069903077460451,3.8506945703829,0.1062049242063379,1.2958121839666792,36.3699902003085
146,146,0.5718340382192215,1.9942397047418432,0.3037426301754979,1.3760280329056147,1.4655734662602606,0.0681577672192176,0.5644527318671927,0.669754500708833,2.665875269254845,2.963712735457773,1.0447976169465567,1.6481942438507915,0.0435732232042565,0.1700951978083806,1.9178949937770728,44.89251682770973
147,147,0.5309571633399566,1.282617540758647,0.3051143749355282,0.476643611795664,0.0875835087053908,0.1821947611717326,0.7160951739352222,0.6259186354948767,3.6625789870997303,0.6732885784541895,1.476286506772404,0.4378010744671362,1.5391805058121095,0.085639741563999,1.4103390647334064,47.348778693836195
148,148,0.6152123922208141,0.4833920626390891,0.1318243368282332,0.7335120280078795,0.7555242589355824,0.1501284105877421,0.9154996414985817,0.666602483178703,3.8476963544577982,0.5014522804404613,0.6077285058820722,2.867936612981398,2.4149014407702567,0.1703471870992813,0.591082118825181,24.399924631250865
149,149,0.9945560858538404,1.923530511150268,0.8191173671173073,1.0830825858751547,1.5720362475973488,1.2189019121332472,0.8873890775491416,0.248428698652782,3.504720011747048,0.5017768722800254,1.4383978634422037,0.4694379198359574,0.8062733118632467,0.0648620829874908,1.0874388694564985,44.91771116470348
151,151,0.5182687924342596,1.5489957013355438,0.6192790043696433,1.3554099965047786,1.5505718245589546,1.5872020853464324,0.7954169630908269,0.6414789323632326,1.5424244713686748,3.706613224292704,2.4736504062762306,2.0669028615717835,1.3488005309163165,0.1080844841735984,0.8399894235626634,40.30129232287388
152,152,1.5042025690438845,0.715578838979374,1.047844473665006,0.2049901527568739,1.8477738237270136,0.2517034588105654,0.5701740475319507,0.5290990558996271,1.4687838144492875,1.8995161434087309,0.1124875112296562,1.4580271572021706,0.8396897020727161,0.1164862585615858,0.5238141227395485,19.177024667075518
154,154,0.9604898579519088,0.4995646448539737,1.1721141100434886,1.692992461676677,1.6260467745127187,0.6881759617562969,0.3246316414239389,0.8319823830880492,2.6424622284178807,3.979956258463044,3.668831615566353,1.2239017934216203,0.8220978963713347,0.0945050201397695,0.7474469942032664,39.198445508005804
156,156,1.816000408281188,1.4770322139397811,0.327915610323798,0.5632147518463587,1.794728691583294,1.0042104284053892,0.7718429120098532,0.8768953694344226,1.446498959179458,2.553267657634451,0.3061571814353728,2.119716413698096,3.16476934123662,0.0617677982325999,0.7178263089983873,37.13562877843196
157,157,0.9548852147422604,0.8793544759724281,0.8533240557564618,1.0018925378605368,1.7387075283778002,1.4169236393402955,0.827259217806608,0.9188346004426068,3.639235716877363,0.2805355549935989,0.4216432752127274,2.718689572462886,2.4069029454821846,0.1586883848189371,0.1692448292350908,9.918192158725907
159,159,0.468729319094157,1.553262738019554,0.1030738070463536,0.548788067579825,1.6901280549956017,1.1197513347841457,0.4004690815542317,0.5944954425422977,3.7470311974705153,0.6080912402394621,0.7529199272738826,1.825540741242899,2.4200590458476863,0.0803006652905554,0.1245569690036735,41.136086325056226
162,162,1.7483366811715249,1.962561641168149,0.1665406267694615,0.6312303934456136,1.8461739734703129,1.2953364295869545,0.2709684947591,0.36716656414378,2.208874588504627,0.1219837751439807,3.674419922722506,2.6081065558953216,3.827421245439246,0.144341125729327,1.3077405857105835,17.726841691792625
163,163,1.5381333840763998,1.8720348209897748,1.4089600861566256,1.6021354217392048,0.9748687162898304,1.609972236124227,0.59656462320752,0.9034687869871978,3.4417677489780587,1.231584946827356,1.9076983410128456,0.1703763448241732,0.2320130524320369,0.0925343166566717,0.6084315791942329,43.24676680214267
165,165,0.3512854144905034,0.6746138562082399,1.5971777573512476,1.2697432805551143,1.1700681394655137,1.4580817753509794,0.3183714989629226,0.0339370844612419,1.121788473973547,1.5825590711144863,0.6395953546200719,0.0222516379880942,3.2754950951958848,0.1766196321911319,1.826535359970198,23.359320367749987
166,166,0.2929486599325676,1.3347268274030577,1.0928019341412565,1.2505767387488114,0.974593005119681,1.2385888502027935,0.088262405574725,0.0548131861130939,3.876794341085926,0.0316016946028879,2.841831809754347,3.696319014753193,0.229655666850682,0.1108954923242758,1.0207678897780952,31.18559819326423
172,172,1.4418762218894463,0.9664132065038504,0.8829387058092145,1.6033885603213285,0.5011846534408081,1.7220014795873808,0.5748164186056419,0.2105151865139641,3.897107026850122,2.5215517451267675,2.688621851879464,1.2834207742703028,0.2548879463215554,0.062442145697264,0.1142295028933006,40.98588876529648
174,174,1.130420883096274,1.4552036262744144,1.1821635161363726,1.661194070955258,0.2724263729267755,0.8452295802018943,0.1993859451522045,0.1645543604781282,1.1637753174745271,3.4745713147829265,3.945614846187046,0.2562797102187771,2.8605875756144297,0.1023740226743762,0.2308089378901164,33.05372547802199
176,176,0.6506756095647441,0.9606830824596646,1.17343621026296,1.1972139483163229,1.2090756117729575,1.3360264658128218,0.933989598023536,0.7322598830106389,3.5261656568993267,0.0385205223743005,1.4637236295853917,0.8271353410074275,0.9900473485693084,0.0666637443708889,0.6394026359642919,31.713136094424318
180,180,0.9356809049111188,0.6493711524266244,0.2781208729675055,0.0396613264479694,0.1093470423132556,1.6344230992452256,0.6318540669131891,0.0130851095890117,3.908946509376102,0.4967825028667867,3.671624883225331,0.6252288175377868,2.9597096533341336,0.1121201228606213,1.7305492549665318,25.90435624404134
188,188,0.2086062432717557,0.7627285668700707,1.4886474818813038,0.3203458849214751,1.3649971385753308,1.91812298233534,0.3300488256931829,0.7241297479481105,3.5104628201570023,0.5023469215789295,1.8743567601795792,0.8183912406479316,1.442956652867201,0.0860183029587672,0.1711317240668265,34.934220156886504
192,192,0.0972540270550597,1.7453266202501785,1.722737139479828,0.315633245767013,0.1519268723428087,0.1019909162886743,0.912405062318652,0.6909361591530753,1.775863618501913,2.137884581461165,2.6091256488530084,0.5617666330609885,1.664357871896831,0.1785064761663604,0.5164816851806524,40.93816997123132
196,196,1.316016148306689,0.8636786334608975,1.2136107802348954,0.5119761599362042,0.1850415580172896,0.4722914421864492,0.6906437017770102,0.0095099442413547,2.6654944792189905,3.627923116295433,1.1319578939839898,0.3748240738832318,0.8792385779902279,0.2363607619332879,1.5583257869513911,56.47754154645777
197,197,1.8450141452746835,1.6195135124726243,1.7544255197361722,0.6122930341058674,1.4620739791479067,1.1606990327211173,0.5063562568129047,0.0381427713439179,1.1166153900661282,1.5511903151642432,2.1353318761150923,1.2088652599387926,3.87525038741812,0.141282553234403,1.398807697492935,39.37563812939044
199,199,0.1711674157722295,1.387574918612877,0.6709523571397402,1.6936568893819353,1.6552206832402856,1.2056672241730169,0.2668518205232194,0.253509939548282,3.4232091659484896,3.722708317455747,3.2808551770431245,1.658702856081738,0.7358001654916496,0.0614718212089535,0.5744102435664209,47.224325272407576
200,200,1.8695200840156303,0.8603830762546045,0.7024557294936586,0.3549862088878956,1.7401780655239192,1.3831411532178963,0.502804835190214,0.1021950755694468,2.9485904021711677,3.422956368639287,1.1668076005474342,0.604983575196396,3.0404035557250912,0.1478833338508676,1.095276764775465,37.50649955230898
201,201,1.153695054122274,0.4060692192373997,1.8056676136273035,0.1177635053342447,1.017452074700874,1.6014329608632487,0.9929413827065096,0.2572400321294658,1.083411334568832,2.440008150271374,3.1089550817836766,0.0930490620400394,0.8514357422408555,0.119412273551567,0.357760894352489,27.818568850823223
202,202,0.7451123769580724,1.104600059144667,0.140009489164648,1.7757546216865492,0.2959463126120171,0.8563745320753003,0.8506723943750442,0.1920094784929261,3.695081901862155,3.724347169235661,2.7577650097627866,2.710812421388744,2.603258859888684,0.0748404202848267,1.0910960929962257,43.09768837346064
203,203,1.3097484001730662,0.8149191044098787,0.2363843749088248,0.8396853830026241,1.826066162739199,1.8278545122429397,0.7258082827583519,0.5726429531325854,1.984193902867452,0.0319605053418374,2.1077495953362804,0.3817942353833164,2.518991132449676,0.087348153478921,1.505992868146672,32.84453531803075
205,205,1.708170693917328,1.4671521891474746,0.4986183810474258,0.5136708842454655,0.0468259759634509,0.8689978807933103,0.3766981585562908,0.3233807147774727,1.8989971100857272,3.720265233635466,0.2985286623573581,2.714009920241202,3.8683751953943615,0.0622877628106668,1.9393374384901416,36.90070424525472
206,206,0.0189148849060965,0.7123360166991728,1.1044174781858065,0.9524259515987802,0.2352494368865589,1.3602241749912802,0.9286147024596716,0.8109800529949389,3.2829803366330004,1.7960498368919733,1.5186237487818737,1.6759420308919435,3.4775804782131106,0.1141385515224464,0.8238980369162751,30.05343720447727
210,210,0.401509396918299,1.3591176137426126,0.1871433190767759,0.7276697366549131,0.9331660152060536,0.1813163085427583,0.4055405648207436,0.7643073228714756,1.629656185412245,1.6085649212928534,2.9143901284102136,2.1124822912844947,1.0804349070148365,0.2141038517093656,1.3958315674119126,54.72036026598203
211,211,0.7774871139016659,0.3966942575017429,1.3844695244409753,0.8855682925519254,0.2999499297976698,1.499480142658385,0.6702097964646053,0.0405469214214237,1.768983645169625,2.08972404444052,2.5935389207192645,1.277584684011727,1.156882389542808,0.1058621149398425,0.3558004850641048,40.054710216346955
212,212,1.0443759244502493,0.5868894257671298,0.3111309705797273,1.7168678686124963,0.2726139232510454,1.7932632657585392,0.1498861024256795,0.8238709370883982,3.945397131417324,3.2102100885259355,0.2568065381791355,1.771909722395588,0.8065440827076902,0.1333579596312513,1.328747414829585,26.088923412441495
